name,value,year,lastValue,rank,tid
Théo Maledon,1.69,2022-03-16,1.57,4,#0472cc
Olivier Sarr,1.59,2022-03-16,1.58,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-16,1.08,6,#cc062c
Killian Tillie,0.91,2022-03-16,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-16,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-16,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-16,0.26,10,#041e44
Rudy Gobert,11.78,2022-03-17,11.78,1,#244e34
Nicolas Batum,4.99,2022-03-17,4.99,2,#0446ac
Evan Fournier,4.63,2022-03-17,4.63,3,#f46e24
Théo Maledon,1.69,2022-03-17,1.69,4,#0472cc
Olivier Sarr,1.59,2022-03-17,1.59,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-17,1.08,6,#cc062c
Killian Tillie,0.91,2022-03-17,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-17,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-17,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-17,0.26,10,#041e44
Rudy Gobert,11.81,2022-03-18,11.78,1,#244e34
Nicolas Batum,4.9,2022-03-18,4.99,2,#0446ac
Evan Fournier,4.71,2022-03-18,4.63,3,#f46e24
Théo Maledon,1.72,2022-03-18,1.69,4,#0472cc
Olivier Sarr,1.53,2022-03-18,1.59,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-18,1.08,6,#cc062c
Killian Tillie,0.91,2022-03-18,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-18,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-18,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-18,0.26,10,#041e44
Rudy Gobert,11.81,2022-03-19,11.81,1,#244e34
Nicolas Batum,4.9,2022-03-19,4.9,2,#0446ac
Evan Fournier,4.71,2022-03-19,4.71,3,#f46e24
Théo Maledon,1.72,2022-03-19,1.72,4,#0472cc
Olivier Sarr,1.53,2022-03-19,1.53,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-19,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-19,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-19,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-19,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-19,0.26,10,#041e44
Rudy Gobert,11.78,2022-03-20,11.81,1,#244e34
Nicolas Batum,4.9,2022-03-20,4.9,2,#0446ac
Evan Fournier,4.69,2022-03-20,4.71,3,#f46e24
Théo Maledon,1.75,2022-03-20,1.72,4,#0472cc
Olivier Sarr,1.69,2022-03-20,1.53,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-20,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-20,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-20,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-20,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-20,0.26,10,#041e44
Rudy Gobert,11.67,2022-03-21,11.78,1,#244e34
Nicolas Batum,4.9,2022-03-21,4.9,2,#0446ac
Evan Fournier,4.69,2022-03-21,4.69,3,#f46e24
Théo Maledon,1.74,2022-03-21,1.75,4,#0472cc
Olivier Sarr,1.69,2022-03-21,1.69,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-21,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-21,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-21,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-21,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-21,0.26,10,#041e44
Rudy Gobert,11.67,2022-03-22,11.67,1,#244e34
Nicolas Batum,4.87,2022-03-22,4.9,2,#0446ac
Evan Fournier,4.68,2022-03-22,4.69,3,#f46e24
Théo Maledon,1.74,2022-03-22,1.74,4,#0472cc
Olivier Sarr,1.69,2022-03-22,1.69,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-22,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-22,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-22,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-22,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-22,0.26,10,#041e44
Rudy Gobert,11.64,2022-03-23,11.67,1,#244e34
Nicolas Batum,4.87,2022-03-23,4.87,2,#0446ac
Evan Fournier,4.64,2022-03-23,4.68,3,#f46e24
Théo Maledon,2.01,2022-03-23,1.74,4,#0472cc
Olivier Sarr,1.75,2022-03-23,1.69,5,#0472cc
Timothe Luwawu-Cabarrot,1.09,2022-03-23,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-23,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-23,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-23,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-23,0.26,10,#041e44
Rudy Gobert,11.64,2022-03-24,11.64,1,#244e34
Nicolas Batum,4.87,2022-03-24,4.87,2,#0446ac
Evan Fournier,4.64,2022-03-24,4.64,3,#f46e24
Théo Maledon,2.01,2022-03-24,2.01,4,#0472cc
Olivier Sarr,1.75,2022-03-24,1.75,5,#0472cc
Timothe Luwawu-Cabarrot,1.09,2022-03-24,1.09,6,#cc062c
Killian Tillie,0.91,2022-03-24,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-24,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-24,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-24,0.26,10,#041e44
Rudy Gobert,11.64,2022-03-25,11.64,1,#244e34
Nicolas Batum,4.85,2022-03-25,4.87,2,#0446ac
Evan Fournier,4.59,2022-03-25,4.64,3,#f46e24
Théo Maledon,2.01,2022-03-25,2.01,4,#0472cc
Olivier Sarr,1.75,2022-03-25,1.75,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-25,1.09,6,#cc062c
Killian Tillie,0.91,2022-03-25,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-25,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-25,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-25,0.26,10,#041e44
Rudy Gobert,11.64,2022-03-26,11.64,1,#244e34
Nicolas Batum,4.85,2022-03-26,4.85,2,#0446ac
Evan Fournier,4.59,2022-03-26,4.59,3,#f46e24
Théo Maledon,2.1,2022-03-26,2.01,4,#0472cc
Olivier Sarr,1.76,2022-03-26,1.75,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-26,1.08,6,#cc062c
Killian Tillie,0.91,2022-03-26,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-26,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-26,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-26,0.26,10,#041e44
Rudy Gobert,11.64,2022-03-28,11.64,1,#244e34
Nicolas Batum,4.85,2022-03-28,4.85,2,#0446ac
Evan Fournier,4.48,2022-03-28,4.59,3,#f46e24
Théo Maledon,2.25,2022-03-28,2.1,4,#0472cc
Olivier Sarr,1.9,2022-03-28,1.76,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-28,1.08,6,#cc062c
Killian Tillie,0.91,2022-03-28,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-28,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-28,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-28,0.26,10,#041e44
Rudy Gobert,11.55,2022-03-29,11.64,1,#244e34
Nicolas Batum,4.85,2022-03-29,4.85,2,#0446ac
Evan Fournier,4.48,2022-03-29,4.48,3,#f46e24
Théo Maledon,2.25,2022-03-29,2.25,4,#0472cc
Olivier Sarr,1.9,2022-03-29,1.9,5,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-03-29,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-29,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-29,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-29,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-29,0.26,10,#041e44
Rudy Gobert,11.55,2022-03-30,11.55,1,#244e34
Nicolas Batum,4.85,2022-03-30,4.85,2,#0446ac
Evan Fournier,4.56,2022-03-30,4.48,3,#f46e24
Théo Maledon,2.38,2022-03-30,2.25,4,#0472cc
Olivier Sarr,2.16,2022-03-30,1.9,5,#0472cc
Timothe Luwawu-Cabarrot,1.22,2022-03-30,1.16,6,#cc062c
Killian Tillie,0.91,2022-03-30,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-30,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-30,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-30,0.26,10,#041e44
Rudy Gobert,11.63,2022-03-31,11.55,1,#244e34
Nicolas Batum,4.91,2022-03-31,4.85,2,#0446ac
Evan Fournier,4.56,2022-03-31,4.56,3,#f46e24
Théo Maledon,2.38,2022-03-31,2.38,4,#0472cc
Olivier Sarr,2.16,2022-03-31,2.16,5,#0472cc
Timothe Luwawu-Cabarrot,1.31,2022-03-31,1.22,6,#cc062c
Killian Tillie,0.91,2022-03-31,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-03-31,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-31,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-31,0.26,10,#041e44
Rudy Gobert,11.63,2022-04-01,11.63,1,#244e34
Jaylen Hoard,6.52,2022-04-01,0.28,2,#0472cc
Nicolas Batum,4.91,2022-04-01,4.91,3,#0446ac
Evan Fournier,4.56,2022-04-01,4.56,4,#f46e24
Théo Maledon,2.53,2022-04-01,2.38,5,#0472cc
Olivier Sarr,2.38,2022-04-01,2.16,6,#0472cc
Timothe Luwawu-Cabarrot,1.31,2022-04-01,1.31,7,#cc062c
Killian Tillie,0.91,2022-04-01,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-01,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-01,0.26,10,#041e44
Rudy Gobert,11.63,2022-04-02,11.63,1,#244e34
Jaylen Hoard,6.52,2022-04-02,6.52,2,#0472cc
Nicolas Batum,4.91,2022-04-02,4.91,3,#0446ac
Evan Fournier,4.61,2022-04-02,4.56,4,#f46e24
Théo Maledon,2.53,2022-04-02,2.53,5,#0472cc
Olivier Sarr,2.38,2022-04-02,2.38,6,#0472cc
Timothe Luwawu-Cabarrot,1.36,2022-04-02,1.31,7,#cc062c
Killian Tillie,0.91,2022-04-02,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-02,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-02,0.26,10,#041e44
Rudy Gobert,11.63,2022-04-03,11.63,1,#244e34
Nicolas Batum,4.89,2022-04-03,4.91,2,#0446ac
Jaylen Hoard,4.67,2022-04-03,6.52,3,#0472cc
Evan Fournier,4.54,2022-04-03,4.61,4,#f46e24
Olivier Sarr,2.79,2022-04-03,2.38,5,#0472cc
Théo Maledon,2.56,2022-04-03,2.53,6,#0472cc
Timothe Luwawu-Cabarrot,1.36,2022-04-03,1.36,7,#cc062c
Killian Tillie,0.91,2022-04-03,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-03,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-03,0.26,10,#041e44
Rudy Gobert,11.63,2022-04-04,11.63,1,#244e34
Nicolas Batum,4.89,2022-04-04,4.89,2,#0446ac
Jaylen Hoard,4.67,2022-04-04,4.67,3,#0472cc
Evan Fournier,4.54,2022-04-04,4.54,4,#f46e24
Olivier Sarr,2.79,2022-04-04,2.79,5,#0472cc
Théo Maledon,2.56,2022-04-04,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.36,2022-04-04,1.36,7,#cc062c
Killian Tillie,0.91,2022-04-04,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-04,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-04,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-05,11.63,1,#244e34
Jaylen Hoard,8.24,2022-04-05,4.67,2,#0472cc
Nicolas Batum,4.89,2022-04-05,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-05,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-05,2.79,5,#0472cc
Théo Maledon,2.56,2022-04-05,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-05,1.36,7,#cc062c
Killian Tillie,0.91,2022-04-05,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-05,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-05,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-06,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-06,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-06,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-06,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-06,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-06,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-06,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-06,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-06,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-06,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-07,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-07,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-07,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-07,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-07,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-07,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-07,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-07,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-07,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-07,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-08,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-08,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-08,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-08,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-08,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-08,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-08,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-08,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-08,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-08,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-09,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-09,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-09,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-09,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-09,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-09,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-09,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-09,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-09,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-09,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-10,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-10,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-10,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-10,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-10,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-10,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-10,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-10,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-10,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-10,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-11,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-11,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-11,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-11,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-11,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-11,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-11,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-11,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-11,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-11,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-12,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-12,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-12,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-12,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-12,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-12,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-12,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-12,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-12,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-12,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-13,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-13,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-13,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-13,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-13,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-13,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-13,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-13,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-13,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-13,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-14,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-14,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-14,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-14,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-14,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-14,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-14,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-14,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-14,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-14,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-15,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-15,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-15,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-15,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-15,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-15,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-15,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-15,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-15,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-15,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-16,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-16,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-16,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-16,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-16,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-16,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-16,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-16,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-16,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-16,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-17,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-17,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-17,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-17,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-17,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-17,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-17,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-17,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-17,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-17,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-18,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-18,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-18,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-18,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-18,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-18,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-18,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-18,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-18,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-18,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-19,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-19,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-19,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-19,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-19,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-19,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-19,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-19,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-19,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-19,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-20,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-20,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-20,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-20,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-20,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-20,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-20,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-20,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-20,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-20,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-21,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-21,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-21,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-21,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-21,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-21,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-21,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-21,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-21,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-21,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-22,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-22,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-22,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-22,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-22,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-22,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-22,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-22,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-22,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-22,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-23,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-23,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-23,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-23,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-23,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-23,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-23,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-23,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-23,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-23,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-24,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-24,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-24,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-24,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-24,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-24,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-24,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-24,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-24,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-24,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-25,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-25,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-25,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-25,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-25,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-25,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-25,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-25,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-25,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-25,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-26,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-26,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-26,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-26,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-26,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-26,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-26,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-26,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-26,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-26,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-27,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-27,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-27,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-27,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-27,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-27,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-27,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-27,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-27,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-27,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-28,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-28,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-28,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-28,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-28,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-28,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-28,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-28,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-28,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-28,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-29,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-29,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-29,4.89,3,#0446ac
